reception_player,team,Receptions,Yards,Touchdowns
Darien Williams,Syracuse,9,112.0,1.0
CJ Bailey,NC State,4,112.0,3.0
Eric Richardson,Wyoming,10,112.0,1.0
Curtis Deville Jr.,McNeese,6,111.0,0.0
Rocky Lencioni,Montana State,11,111.0,3.0
Daniel Shaban,Colgate,13,111.0,0.0
Micah Ford,Stanford,11,111.0,0.0
Preston Stone,Northwestern,6,111.0,6.0
Jevyon Ducker,Temple,23,111.0,0.0
Max Dowling,Massachusetts,18,111.0,1.0
Jaylin Terzado,Western Carolina,7,110.0,0.0
Davis Bryson,Kennesaw State,9,110.0,0.0
Emanuel Ross,Syracuse,10,110.0,1.0
Solomon Lewis,Nicholls,18,110.0,0.0
Robert Henry,UTSA,15,110.0,1.0
Tobias Merriweather,Utah,8,110.0,0.0
Nicholas Howard,Grambling,11,110.0,0.0
Reece Adkins,Massachusetts,7,110.0,0.0
Tony Livingston,Florida,10,110.0,1.0
Garrett Mmahat,Tulane,8,109.0,0.0
Benjamin Blackburn,Stanford,9,109.0,1.0
Gabe Passini,Butler,4,109.0,2.0
X'Zavion Evans,Norfolk State,11,109.0,0.0
Cameron Monteiro,Akron,8,109.0,0.0
Jamar Kaho,Alcorn State,7,109.0,1.0
Jaden Green,Lehigh,11,109.0,2.0
James Roberson,Air Force,5,109.0,0.0
DJ Murray Jr.,Georgia State,13,109.0,0.0
Brian Shane,Miami (OH),10,109.0,1.0
Kris Hughes,Louisville,8,109.0,1.0
Jalyn Daniels,North Alabama,5,109.0,0.0
Joseph Himon II,Northwestern,19,109.0,0.0
Czavian Teasett,Grambling,5,109.0,5.0
Jamarion Miller,Alabama,18,108.0,0.0
Kaleb Edwards,Alabama,8,108.0,1.0
Kaden Shields-Dutton,Florida Atlantic,17,108.0,0.0
Charles Kellom,Eastern Illinois,17,108.0,0.0
Taron Biles-Walker,Norfolk State,13,108.0,0.0
Mathias Price,Northern Colorado,13,108.0,0.0
EJ Oakmon,East Texas A&M,12,108.0,0.0
Jojo Phillips,BYU,10,108.0,0.0
Da'Realyst Clark,Kent State,3,108.0,0.0
Chris Parker,UConn,5,108.0,0.0
Bryan Domino,Indiana State,15,108.0,1.0
Brock Chappell,Louisiana,12,108.0,1.0
Jaylin Carter,Southern Miss,18,108.0,0.0
Victor Dawson,Illinois State,19,108.0,0.0
Jordan Washington,Texas,6,108.0,1.0
Brandon Lanier,Western Illinois,8,107.0,0.0
Aziz Foster-Powell,Richmond,15,107.0,1.0
Mitchell Summers,Sacred Heart,8,107.0,0.0
Jake McConnachie,Massachusetts,13,107.0,0.0
Isaiah Mozee,Nebraska,10,107.0,0.0
Thomas Ansley,UT Martin,15,107.0,0.0
Rashad Raymond,William & Mary,15,107.0,0.0
Lem Wash,Southern Illinois,8,107.0,0.0
Kaelen Shankle,East Texas A&M,10,107.0,0.0
Will Henderson III,UTSA,17,107.0,0.0
Donnell Gee Jr.,Tulsa,4,107.0,0.0
Horatio Fields,Auburn,12,106.0,1.0
Quincy Craig,Arizona,13,106.0,0.0
Nick Elksnis,UNLV,9,106.0,1.0
Kobe Brown,Southern,15,106.0,0.0
Landen Clark,Elon,2,106.0,2.0
Quentin Hayes,The Citadel,3,106.0,3.0
Stevie Keener,Campbell,7,106.0,1.0
Travis Kerney,Howard,12,106.0,0.0
Travion Solomon,Mercer,10,106.0,0.0
Andrew Rappleyea,Penn State,13,105.0,0.0
Daylyn Upshaw,Miami,7,105.0,0.0
Xavier Leigh,North Dakota,13,105.0,0.0
Stone Earle,Abilene Christian,4,105.0,4.0
Jaron-Keawe Sagapolutele,California,7,105.0,7.0
Isaiah Nwokenkwo,Alabama A&M,5,105.0,0.0
Joey Wassler,Princeton,12,105.0,0.0
TJ Pride,New Mexico State,8,105.0,1.0
James Murphy,Brown,5,105.0,5.0
Sutton Smith,Memphis,18,105.0,0.0
Jayden Boyd,Lamar,5,105.0,0.0
Rocco Becht,Iowa State,3,105.0,3.0
Xaviah Bascon,Harvard,13,104.0,0.0
Norman Taylor,Mississippi Valley State,13,104.0,0.0
Mark Fletcher Jr.,Miami,13,104.0,0.0
Cameron Heald,Butler,17,104.0,1.0
Chris Franklin,UT Martin,16,104.0,0.0
Luke Hutchison,Navy,4,104.0,2.0
Malique Dieudonne,Western Michigan,7,104.0,0.0
Xayvion Turner-Bradshaw,Marshall,7,104.0,0.0
Nanders Lawrence,Allen,9,104.0,1.0
Deion DeBlanc,Wyoming,17,104.0,0.0
Lance Rees,Indiana State,13,104.0,0.0
Eli Wood,Virginia,9,104.0,1.0
King Miller,USC,15,104.0,0.0
Kody Finley,Northwestern State,10,104.0,0.0
Jaylan Brown,UTEP,10,103.0,0.0
Barry Tate,Campbell,13,103.0,0.0
Coulter Cleland,Davidson,6,103.0,6.0
Chris Lawson,Washington,9,103.0,0.0
Jaylan Hornsby,Syracuse,8,103.0,1.0
KJ Brown,Greensboro College,6,103.0,0.0
Xavier Coleman,Lamar,10,103.0,0.0
Ke'Untae Mosley,Howard,11,103.0,1.0
Sam Olson,Arizona,14,103.0,1.0
Eddy Schultz,Portland State,13,103.0,1.0
Plez Lawrence,Indiana State,6,103.0,1.0
Jayvan Boggs,Florida State,9,103.0,1.0
Reese Clark,Delaware State,9,103.0,0.0
Kenyon Massey,Massachusetts,16,103.0,0.0
Donny Marcus,Central Connecticut,11,103.0,1.0
Jack Reynolds,Gardner-Webb,9,102.0,0.0
Dom Dorwart,Ohio,9,102.0,0.0
Quran Gossett,Northern Arizona,12,102.0,0.0
Casey Cain,Liberty,8,102.0,0.0
Jaylin Lucas,Florida State,11,102.0,0.0
Drew Allar,Penn State,4,102.0,3.0
Rico Walker,Purdue,9,102.0,0.0
Alex Haight,Pennsylvania,11,102.0,0.0
Colin Hayes,Valparaiso,8,102.0,1.0
Marco Maldonado,Colgate,11,101.0,0.0
Kameran Shanks,Arkansas,9,101.0,1.0
Joshua Nieves,Western Illinois,14,101.0,0.0
Donovan Shepard,Hampton,14,101.0,1.0
Chase Bingmon,Prairie View A&M,13,101.0,0.0
Quinn Clark,Nebraska,4,101.0,1.0
Victor Gabalis,Tarleton State,6,101.0,6.0
Jackson Verdugo,Florida International,10,101.0,1.0
Malik Simmons,Mercer,8,101.0,1.0
Byrum Brown,South Florida,2,101.0,2.0
Gianni Rossitto,Maine,6,100.0,0.0
Tommy Thomas,Chadron St,7,100.0,0.0
Anthony Colandrea,UNLV,4,100.0,4.0
Zylan Perry,Louisiana,13,100.0,0.0
Colin Weber,Rutgers,16,99.0,0.0
Brandon Frazier,Auburn,13,99.0,0.0
Koby Gross,Ball State,9,99.0,1.0
Koby Howard,Penn State,5,99.0,0.0
Korbin Hendrix,Montana,8,99.0,1.0
Shomari Lawrence,Missouri State,15,99.0,0.0
Behren Morton,Texas Tech,2,99.0,2.0
Nic Anderson,LSU,11,99.0,1.0
Edward Robinson,Southern Illinois,17,99.0,0.0
Noah Kim,Eastern Michigan,4,99.0,4.0
Charlie Coenen,Wyoming,5,99.0,1.0
Fluff Bothwell,Mississippi State,13,99.0,0.0
T.J. Lockley,West Georgia,4,99.0,0.0
CJ Neely,Howard,10,99.0,1.0
Trey Dimmings,Lincoln (CA),5,99.0,0.0
Javin Gordon,Tulane,12,98.0,1.0
Branson Adams,Western Carolina,12,98.0,0.0
Star Thomas,Tennessee,10,98.0,2.0
Ajay Allen,Tulsa,10,98.0,0.0
Chauncey Sylvester,Weber State,8,98.0,1.0
Jayden Jenkins,Delaware State,7,98.0,0.0
Nick Vattiato,Middle Tennessee,6,98.0,6.0
Jase Skoglund,Austin Peay,8,98.0,0.0
Graham Friedrichsen,Northern Iowa,9,98.0,0.0
EJ Wilson Jr.,Abilene Christian,11,98.0,0.0
Jevon Jackson,UAB,18,98.0,1.0
Scott Raymond,St. Francis (PA),11,98.0,0.0
Gerard Edimo,Stephen F. Austin,4,98.0,0.0
CharMar Brown,Miami,13,98.0,1.0
Rico Scott,Alabama,11,98.0,2.0
Mason Hackett,Dayton,8,97.0,0.0
Xavier Robinson,Oklahoma,14,97.0,1.0
Derrick Eley,Charlotte,5,97.0,1.0
Ayron Rodriguez,Mercyhurst,14,97.0,0.0
Jayden Sauray,Delaware State,2,97.0,2.0
Xavier Gaillardetz,East Tennessee State,5,97.0,0.0
Kamari Moulton,Iowa,15,97.0,0.0
Ethan Abberger,Adrian,6,97.0,1.0
Xavier Terrell,Florida Atlantic,13,97.0,1.0
Lasalle Rose Jr.,UAlbany,12,97.0,1.0
Joshua Pitsenberger,Yale,12,97.0,0.0
Adrian Green,Houston Christian,9,97.0,0.0
AJ Hairston,Massachusetts,4,96.0,2.0
Dan Dishman,UTSA,9,96.0,0.0
Raphael Ekechi,St. Francis (PA),16,96.0,0.0
Aidan Bouman,South Dakota,4,96.0,4.0
Jordan Ross,Colorado State,11,96.0,0.0
Antonio Ferguson,UAB,9,96.0,0.0
Brinston Williams,Western Illinois,11,96.0,0.0
Tae Marrero Jr.,Southern Illinois,14,96.0,1.0
Jaylon Coleman,Liberty,8,96.0,0.0
Dale Martin,Louisiana,4,96.0,1.0
Isaiah Davis,Stephen F. Austin,9,95.0,1.0
Daveon Ford,Texas Southern,10,95.0,0.0
Tifton Dobbs,Miles College,6,95.0,0.0
Davon Booth,Mississippi State,13,95.0,0.0
Grayson James,Boston College,4,95.0,4.0
Brendan Sorsby,Cincinnati,5,95.0,4.0
Demon June,North Carolina,16,95.0,0.0
Taeshaun Lyons,UNLV,9,95.0,0.0
Jackson Holman,Wyoming,12,95.0,0.0
Jaxxon Warren,Colorado State,7,95.0,1.0
Jaden Bray,West Virginia,7,95.0,0.0
Caden Pinnick,UC Davis,4,95.0,4.0
Robert Briggs,Southern Miss,13,95.0,1.0
Javious Bond,Austin Peay,8,94.0,0.0
Brandon Binkowski,Villanova,10,94.0,2.0
George Burhenn,Purdue,9,94.0,0.0
Ben Finley,Akron,6,94.0,6.0
La'Vell Wright,Western Kentucky,10,94.0,0.0
Richard Reese,Stephen F. Austin,6,94.0,1.0
Rickey Hunt,Middle Tennessee,13,94.0,0.0
Cam Woods,Northeastern State,5,94.0,1.0
Seth Cromwell,Northern Arizona,16,94.0,0.0
Matt Chandler,New Haven,9,94.0,1.0
EJ Core,Delaware State,8,94.0,0.0
Jeffery Pittman,Southern Miss,20,94.0,0.0
Treyshun Hurry,Louisville,12,94.0,0.0
Juelz Goff,Pittsburgh,11,94.0,0.0
Tawee Walker,Cincinnati,18,94.0,1.0
Jerrell Wimbley,Stephen F. Austin,14,94.0,0.0
John Giller,Southern Connecticut State,2,93.0,2.0
EJ Hall,Tuskegee,6,93.0,0.0
Cyrus Ellison,South Carolina State,7,93.0,0.0
Christian Berry,Kent State,6,93.0,0.0
Mylan Graham,Ohio State,6,93.0,0.0
Xavier Phipps,Texas Southern,12,93.0,1.0
Bryson Washington,Baylor,18,93.0,1.0
Isaiah Garcia-Castaneda,South Dakota State,8,93.0,0.0
Jamauri Chislom,Southeast Missouri State,13,93.0,0.0
Torey French,Indiana State,10,93.0,0.0
Jack Henry,South Dakota State,3,92.0,3.0
Alex McDonald,Youngstown State,10,92.0,1.0
Jordan Brown,Fresno State,10,92.0,1.0
David Pierro,Louisiana Tech,9,92.0,0.0
Jordan Theodore,St. Francis (PA),9,92.0,0.0
La'Vontae Shenault,Northeastern State,5,92.0,0.0
Evan Svoboda,Wyoming,11,92.0,0.0
Jordan Marshall,Michigan,9,92.0,0.0
Jalen Dupree,Colorado State,11,91.0,0.0
Tanner Arkin,Illinois,11,91.0,1.0
Andrerw Frazier,Grambling,4,91.0,0.0
Quentin Gibson,Colorado,15,91.0,0.0
Deverious Abercrombie,Presbyterian,8,91.0,1.0
Johness Davis,Duquesne,9,91.0,0.0
Joseph Marranca,Lehigh,11,91.0,0.0
Amaaz Eugene,Northwestern State,11,91.0,0.0
Kamrean Johnson,Wake Forest,8,91.0,0.0
Cole Ruble,Southeast Missouri State,13,91.0,0.0
Ramon McKinney Jr.,Northeastern State,4,91.0,1.0
Shamontae Burgess,South Carolina State,4,91.0,0.0
Marquis Gillis,Delaware State,11,91.0,1.0
Telly Johnson Jr.,Northern Illinois,15,91.0,0.0
Eugene Hilton Jr.,Wisconsin,8,91.0,0.0
Amir Simmons,Valparaiso,3,90.0,0.0
Jeyquan Smith,South Florida,6,90.0,0.0
Julio Carrecter,VMI,4,90.0,0.0
Caden Knighten,Baylor,9,90.0,1.0
Hunter Provience,Montana State,6,90.0,1.0
Aliou-Rocco Traore,Northern Colorado,23,90.0,0.0
Ashton Hollins,Illinois,3,90.0,1.0
Ashton Wilson,Mercyhurst,10,90.0,0.0
Devon Tauaefa,Hawai'i,11,90.0,0.0
Malachi Taylor,The Citadel,6,90.0,0.0
Carson Beck,Miami,2,89.0,2.0
Brian Thomas,New Haven,12,89.0,1.0
Jonathan Brady,Indiana,11,89.0,2.0
KK Smith,Notre Dame,7,89.0,1.0
Cameron Bonner,Prairie View A&M,10,89.0,0.0
Noah West-Baranco,Idaho,4,89.0,1.0
Mason Pickett-Hicks,South Carolina State,8,89.0,0.0
Malcolm Gillie,Coastal Carolina,6,89.0,1.0
Finn Diggins,North Dakota State,8,89.0,0.0
Justin Guin,Northern Colorado,15,89.0,0.0
Dupree Fuller,Southern,10,88.0,0.0
Matt Jones,Southern Miss,12,88.0,0.0
Brandon Hood,Massachusetts,11,88.0,0.0
Luke Clyburn,Furman,10,88.0,0.0
Chet Yardley,Butler,9,88.0,0.0
Brandon Tullis,Michigan State,10,88.0,0.0
Trey Miller,Louisiana,12,88.0,0.0
Tristan Shannon,Marist,13,88.0,0.0
Drew Carlson,Eastern Washington,6,88.0,0.0
Branden Alvarez,Portland State,9,88.0,0.0
Ashton Daniels,Auburn,2,87.0,2.0
Jadarian Price,Notre Dame,6,87.0,1.0
Joshua Porter,South Florida,11,87.0,1.0
Spencer Jones,Campbell,8,87.0,0.0
Traveion Slaughter,VMI,3,87.0,0.0
Brooks Johnson,Coastal Carolina,11,87.0,1.0
Al Wooten II,Towson,10,87.0,0.0
Collin Payne,Central Michigan,4,87.0,0.0
Sean O'Brien,Central Connecticut,14,87.0,0.0
Tevin Carter,Prairie View A&M,2,87.0,2.0
Hayden Daugherty,Northern Arizona,11,87.0,0.0
Chase Schutty,Drake,12,87.0,1.0
DaJon Harrison,Utah Tech,8,87.0,0.0
Nicholas Bookman,Samford,9,87.0,0.0
Josh Hoover,TCU,4,86.0,4.0
Quinton Jackson,Rice,4,86.0,0.0
Leo Boehling,VMI,13,86.0,0.0
Bryce Anderson,Memphis,11,86.0,0.0
Marcellous Hawkins,Virginia Tech,13,86.0,1.0
Benji Gosnell,Virginia Tech,12,86.0,0.0
Gavin Wimsatt,Jacksonville State,3,86.0,1.0
Jackson House,Eastern Kentucky,3,86.0,0.0
Max Rodarte,Ohio,7,86.0,0.0
Gideon Davidson,Clemson,9,86.0,0.0
Chance Miller,Portland State,6,86.0,0.0
William Fowles,App State,6,86.0,0.0
Jadon Thompson,Memphis,8,86.0,0.0
Noah Canty,Duquesne,7,86.0,0.0
London Montgomery,East Carolina,15,86.0,0.0
Mante Morrow,Upper Iowa University,5,85.0,1.0
Nathan Schillinger,Holy Cross,10,85.0,0.0
Jake Strong,McNeese,1,85.0,1.0
Jean Louis III,Akron,6,85.0,0.0
Jamarie Hostzclaw,Alabama State,9,85.0,0.0
Tyler J. Smith,South Carolina State,8,85.0,0.0
Luke Yoder,Lehigh,9,85.0,1.0
Aiden McCown,Lamar,2,85.0,2.0
Rico Powers Jr.,UL Monroe,5,84.0,0.0
Myles Libman,Stanford,7,84.0,1.0
Xai'Shaun Edwards,Houston Christian,15,84.0,0.0
Nathan Hromadka,North Dakota,8,84.0,2.0
Javien Cuff,UT Rio Grande Valley,6,84.0,1.0
Michael Allen,Marshall,10,84.0,0.0
Arthur Rodgers,North Carolina Central,10,84.0,0.0
Daniel Haughton,Dartmouth,11,84.0,0.0
Ikaika Ragsdale,Stony Brook,12,84.0,0.0
Tyshawn Russell,Syracuse,8,84.0,0.0
Dekalon Taylor,Colorado,9,84.0,2.0
Jelani Thurman,Ohio State,7,84.0,1.0
Jackson Ford,San Diego State,9,84.0,0.0
TJ Lott,Old Dominion,8,84.0,1.0
Khalil Harris,Southern,8,84.0,0.0
Tuli Tagovailoa-Amosa,San José State,9,84.0,0.0
Marcus Brown,Stanford,10,84.0,0.0
Jordan Lovett,Troy,10,84.0,0.0
Makhi Green,Monmouth,3,84.0,1.0
Malik Elzy,Illinois,7,84.0,0.0
Ran Sawyer,Southern Utah,3,84.0,0.0
Byron Cardwell,San Diego State,4,84.0,0.0
Jack Neri,Monmouth,12,83.0,2.0
Malachi Coleman,Minnesota,5,83.0,0.0
Shawne Jones,Stetson,8,83.0,0.0
Clarence Butler,Weber State,10,83.0,0.0
Jeremiah Cobb,Auburn,11,83.0,0.0
Jaedn Skeete,Boston College,9,83.0,2.0
Dayton Howard,Iowa,6,83.0,0.0
TJ Horton,Ball State,13,83.0,0.0
Carson Brown,Iowa State,7,83.0,0.0
Andrew Civey,Southeast Missouri State,9,83.0,1.0
Dean DeNobile,Lafayette,6,83.0,5.0
Tykeem Wallace,Kennesaw State,8,83.0,0.0
CJ Nettles,Furman,13,83.0,0.0
Jake Stearney,Colgate,5,83.0,5.0
Bill Davis,Louisiana,10,83.0,0.0
Keshawn Brown,Merrimack,6,83.0,1.0
Rylan Crawford,Illinois State,8,83.0,0.0
Christopher Zellous,Stony Brook,3,83.0,3.0
Dawson Johnson,Old Dominion,9,83.0,0.0
Sam Jackson,Oklahoma State,6,82.0,1.0
Devontae Houston,East Tennessee State,13,82.0,1.0
Max Walters,Colgate,8,82.0,0.0
Hakeem Watters,Charleston Southern,5,82.0,0.0
Alex Sanchez,App State,8,82.0,1.0
DeShawn Hanika,Kansas,9,82.0,2.0
Landon Wright,Washington State,6,82.0,1.0
Caleb Ryan,Liberty,3,82.0,0.0
Will Swanson,Kansas State,5,82.0,0.0
Pat Bowen,St. Thomas (MN),7,82.0,2.0
Jaden Scott,Presbyterian,9,82.0,0.0
Tucker Holloway,Virginia Tech,5,82.0,0.0
Jarod Bowie,West Virginia,9,82.0,0.0
Devin Farrell,Rhode Island,2,82.0,2.0
Jacurri Brown,UCF,1,82.0,1.0
Ja'briel Mace,Villanova,13,81.0,0.0
Creed Whittemore,Utah,11,81.0,0.0
Ashten Emory,UTEP,14,81.0,2.0
Hykeem Williams,Colorado,9,81.0,0.0
Evan Pryor,Cincinnati,9,81.0,0.0
Jackson Owens,New Mexico State,8,81.0,0.0
Jude James,Missouri,6,81.0,1.0
Ryder Burton,UAB,2,81.0,2.0
Garrett Robertson,William & Mary,7,81.0,0.0
Michael Carlock-Williams,North Carolina A&T,7,81.0,0.0
Derek Burrell,Wagner,9,81.0,0.0
Rashad Wilson,Tuskegee,7,81.0,0.0
Isaiah Champagne,Incarnate Word,6,81.0,0.0
Xavier Irvin,Temple,4,81.0,0.0
Kejon Owens,Florida International,18,81.0,0.0
Ethan Hebb,Columbia,7,81.0,0.0
Adyn Wilkinson,SE Louisiana,10,81.0,1.0
Dylan Tapley,San Diego,6,81.0,0.0
Matt Flanders,Wofford,13,81.0,0.0
Evan McCray,UAB,11,81.0,0.0
Marquis Smith,Virginia St,6,80.0,0.0
Kyle Vaka,Eastern Kentucky,8,80.0,0.0
Quinn Boyd,Stony Brook,2,80.0,2.0
Nicholas Penuvchev,Bucknell,2,80.0,2.0
Michael Graves,Idaho,5,80.0,1.0
Jack Purdy,Wofford,6,80.0,0.0
Chauncey Bowens,Georgia,13,80.0,0.0
Zach Williams,USC,3,80.0,0.0
Leo Pulalasi,Washington State,11,80.0,0.0
Landy Lyddy,Southern Miss,2,80.0,2.0
Censere Lee,Pittsburgh,4,80.0,0.0
John McIntyre,Chattanooga,8,79.0,0.0
Isaiah Jacobs,UAB,14,79.0,0.0
Isaiah Bragg,Drake,2,79.0,0.0
Kaleb Lampkins,Bucknell,7,79.0,0.0
Nahjee Adams,St. Francis (PA),9,79.0,0.0
Kenric Lanier II,Minnesota,3,79.0,0.0
Malae Fonoti,Montana,7,79.0,0.0
Aidan Armenta,UL Monroe,3,79.0,3.0
Armand Burris,Florida A&M,8,79.0,0.0
Jared Lockhart,Jackson State,3,78.0,3.0
Gracen Goldsmith,Hampton,13,78.0,1.0
Logan Reaska,Harvard,8,78.0,0.0
Malachi Nelson,UTEP,2,78.0,2.0
Dillon Golden,Brown,11,78.0,0.0
Trey Singleton,West Liberty,6,78.0,0.0
Braylon McReynolds,UL Monroe,14,78.0,1.0
Carson Fletcher,South Dakota,4,78.0,0.0
Richard Perkins Jr.,Wagner,9,78.0,0.0
Mike Darcy,St. Francis (PA),9,78.0,0.0
Jake Bruno,Ohio,8,78.0,2.0
Ta'Quan Roberson,Buffalo,4,78.0,4.0
John Rogers,Virginia,6,77.0,1.0
Najee Rushing,Lincoln (CA),3,77.0,0.0
Matt Buron,Fordham,4,77.0,0.0
Cameron Harpole,Arizona State,10,77.0,0.0
Preston Howard,Auburn,9,77.0,0.0
Julien Randolph,Austin Peay,3,77.0,1.0
DJ Williams,Southern Illinois,3,77.0,3.0
Lane Wadle,Georgia State,8,77.0,0.0
Quincy Burroughs,Western Kentucky,8,77.0,1.0
Johncarlos Miller II,Texas Tech,9,77.0,0.0
Colter May,Weber State,9,77.0,0.0
Jordan Kelley,Columbia,11,77.0,0.0
Ky Woods,Nevada,7,77.0,1.0
Myseth Currie,Northern Arizona,2,76.0,1.0
Judah Ezinwa,UTEP,4,76.0,0.0
Rahmise Jones,Morgan State,5,76.0,0.0
Michael Buckley,New Mexico,6,76.0,0.0
Nasir Williams,Central Michigan,4,76.0,0.0
Jency Riley,Jackson State,7,76.0,1.0
Caden Durham,LSU,12,76.0,0.0
Dkhai Joseph,SE Louisiana,7,76.0,0.0
Dazalin Worsham,UT Martin,8,76.0,1.0
Bryson Jones,Texas Tech,5,76.0,2.0
Shanard Clower,North Carolina,10,76.0,0.0
Darrick Bledsoe III,Sam Houston,6,76.0,0.0
Jarvis Jones,Towson,7,76.0,0.0
Q'Darryius Jennings,Tennessee Tech,13,76.0,0.0
A.J. Duffy,New Haven,2,75.0,2.0
Ryan Pellum,Delaware State,5,75.0,0.0
Levontai Summersett,Florida A&M,9,75.0,0.0
Kheagian Heckaman,Prairie View A&M,3,75.0,1.0
Justin Reshard,Stony Brook,12,75.0,0.0
Sam Vidlak,Stephen F. Austin,3,75.0,3.0
Kyle Washington,Georgia State,6,75.0,0.0
Stephon Patrick,Merrimack,5,75.0,0.0
DK Daniel,West Georgia,6,75.0,1.0
Anthony Taylor,Tennessee State,9,75.0,0.0
Brendon Wyatt,Merrimack,12,75.0,0.0
Alex Ginnever,Eastern Illinois,10,75.0,0.0
Jacob Clark,Missouri State,1,75.0,1.0
Griffin Johnson,Columbia,9,75.0,0.0
Ismail Mahdi,Arizona,12,75.0,0.0
Briggs Hughston,Northern Iowa,7,75.0,1.0
Eian Pugh,Ohio,6,75.0,0.0
Antwan Roberts,Marshall,8,75.0,0.0
Jackson Acker,Wisconsin,7,75.0,0.0
Destin Wade,North Alabama,1,75.0,1.0
Camury Reid,Western Carolina,8,74.0,0.0
Mariano Birdno,St. Thomas (MN),4,74.0,1.0
Jack O'Connell,Stonehill,3,74.0,3.0
Kaytron Allen,Penn State,17,74.0,0.0
Oscar Adaway III,South Carolina,8,74.0,0.0
Justus Durant,Chattanooga,8,74.0,0.0
Blake Baker,Louisiana Tech,3,74.0,2.0
Dominic Knicely,Coastal Carolina,9,74.0,0.0
Cole Freeman,Columbia,7,74.0,0.0
Jah'Kei Chavis,Hampton,9,74.0,0.0
Jacob Washington,Texas Southern,4,74.0,0.0
Cal Zimmerman,Cal Poly,5,74.0,0.0
Luca Stanzani,Long Island University,1,74.0,0.0
Jabari Bush,Arkansas State,10,74.0,0.0
Shawn Hardy,UT Martin,10,74.0,1.0
Carson Williams,North Dakota State,7,74.0,0.0
Brandon Nunez,Mississippi Valley State,4,74.0,3.0
Spencer Ferguson,Weber State,7,74.0,0.0
Aidan Littles,Tennessee Tech,13,74.0,1.0
Landyn James,Furman,7,74.0,0.0
Justin Marshall,Colorado State,8,74.0,0.0
Nico Iamaleava,UCLA,4,73.0,4.0
Blake Smith,Texas State,8,73.0,0.0
Jaden Greathouse,Notre Dame,4,73.0,0.0
Divine Edwards,Southern Connecticut State,5,73.0,0.0
Jesse Watson,Purdue,7,73.0,1.0
Nayvon Reid,Bentley,3,73.0,1.0
LaDamian McDowell,Lamar,7,73.0,0.0
Anthony Frias II,UCLA,12,73.0,0.0
Zach Ortwerth,Iowa,8,73.0,0.0
Haydn Stay,North Dakota,6,73.0,1.0
Leshon Williams,Kansas,5,73.0,2.0
Jalen Williams,Texas Southern,12,73.0,0.0
Donte West,Pennsylvania,9,73.0,0.0
Amari Southall,Tennessee State,6,73.0,0.0
Luke McLaughlin,Boston College,5,72.0,0.0
Brady Hensley,Eastern Kentucky,12,72.0,0.0
Payton Brown,Southeast Missouri State,9,72.0,0.0
Derick Harden,Alabama State,6,72.0,1.0
Matt Morad,Wagner,12,72.0,0.0
Isaiah Alston,James Madison,6,72.0,1.0
Kyree Paul,SE Louisiana,8,72.0,0.0
Radarious Jackson,Tennessee,7,72.0,0.0
James Basinger,South Dakota State,8,72.0,0.0
Tyson Thompson,Rice,5,72.0,1.0
Tyler Johnson,East Carolina,7,72.0,0.0
Seth Glatz,Illinois State,6,71.0,1.0
Jackson Bennett,Brown,8,71.0,0.0
Will Hammond,Texas Tech,3,71.0,3.0
Javion Phelps,South Dakota,7,71.0,0.0
Elliot Cooper,Columbia,2,71.0,0.0
Josh Smith,Morgan State,8,71.0,1.0
Louis Brown,Baylor,5,71.0,1.0
Anthony Westervelt,Southeast Missouri State,7,71.0,0.0
Shawn Brown,New Mexico State,4,71.0,0.0
Derek Varley,Stonehill,9,71.0,0.0
Sire Gaines,Boise State,10,71.0,1.0
Micah Welch,Colorado,11,71.0,0.0
David Avit,Villanova,7,71.0,0.0
Cole Adams,Alabama,5,71.0,1.0
Kasi Hazzard,Lincoln (PA),5,71.0,1.0
Terrence Brown Jr.,Saginaw Valley State,7,71.0,1.0
Rocko Griffin,Massachusetts,10,71.0,0.0
Seth Maldonado,Lincoln (CA),7,70.0,0.0
Deuce Roberson,Northeastern State,5,70.0,1.0
Kory Jones,Gardner-Webb,4,70.0,1.0
Bryce Butler,Towson,7,70.0,0.0
Mar'Kel Porter,Bowling Green,7,70.0,0.0
Jared Brown,South Carolina,5,70.0,0.0
Kyson Brown,Arizona State,7,70.0,0.0
Gavin Nelson,Sacramento State,5,70.0,0.0
Terrez Worthy,Temple,5,70.0,1.0
Daylan Mccutcheon,Texas,6,70.0,0.0
Kerrick Ross,Mississippi Valley State,5,70.0,1.0
O'Shawn Ross Jr.,Long Island University,15,70.0,0.0
Jack Snyder,Sacred Heart,4,70.0,4.0
Kamron Beachem,Fresno State,6,69.0,0.0
Brandon Phelps,Arizona,5,69.0,0.0
Kai Honda,Princeton,7,69.0,0.0
Jackson Lowe,Incarnate Word,10,69.0,0.0
Parker Jenkins,East Carolina,9,69.0,0.0
Brodey Berg,Davidson,11,69.0,0.0
Colin Melendez,Mercyhurst,10,69.0,0.0
Dalton Carnes,North Texas,6,69.0,0.0
Tanner Lemaster,Eastern Michigan,5,69.0,0.0
DeMarcus McElroy,Merrimack,11,69.0,0.0
Cole Boscia,California,5,69.0,0.0
Gabe Winowich,Rhode Island,4,69.0,0.0
Gavin Hall,Furman,13,69.0,0.0
Blaze Kamoku,Hawai'i,8,69.0,1.0
Jaquise Martin,Houston,5,69.0,0.0
Taeo Todd,Georgia Southern,11,69.0,0.0
Braden Atkinson,Mercer,5,69.0,5.0
